preco,quilometragem,ano,marca,modelo,informacoes
59.900,25.038,2018,citroen,Aircross,1.6 Vti 120 Shine Eat6
41.900,143.686,2011,citroen,C5,2.0 Mpfi Exclusive 16v
31.990,139.000,2011,citroen,Aircross,1.6 16v Exclusive Flex 5p
9.999,85.650,1999,citroen,Xsara,1.8 Glx Aut. 3p
70.000,14.900,2020,citroen,C4,Cactus 1.6 Feel 16v Aut. 5p
33.900,58.000,2013,citroen,Aircross,Aircross Glx 1.6 Flex 16v 5p Mec.
26.990,86.000,2014,citroen,C3,1.5 Origine Flex 5p
23.900,134.000,2012,citroen,C4,2.0 Glx Flex Aut. 5p
15.900,121.000,2008,citroen,C3,1.4 8v Glx Flex 5p
17.890,129.000,2008,citroen,C3,1.4 8v Exclusive Flex 5p
17.900,119.000,2010,citroen,C3,C3 Exclusive 1.4 8v (flex)
21.900,100.000,2008,citroen,C3,Citroën C3 Xtr 1.4 8v (flex)
23.850,54.000,2012,citroen,C3,1.4 8v Exclusive Flex 5p
35.900,29.900,2014,citroen,C4,1.6 Tendance Flex 5p
33.500,78.000,2010,citroen,C5,2.0 Exclusive Aut. 4p
27.000,89.500,2013,citroen,Aircross,1.6 16v Glx Flex Aut. 5p
27.980,105.743,2012,citroen,Xsara,Picasso Xsara Picasso Exclusive 1.6 16v (flex)
21.900,98.000,2012,citroen,Xsara,Picasso 1.6 I Glx 16v Flex 4p Manual
27.800,102.000,2013,citroen,C3,1.5 Tendance Flex 5p
163.900,0,2021,citroen,Jumpy,Minibus
129.900,0,2021,citroen,Jumpy,Furgão Furgão
163.900,0,2021,citroen,Jumpy,Minibus
20.900,83.000,2012,citroen,C3,1.4 I Glx 8v Flex 4p Manual
31.900,76.000,2014,citroen,C3,1.5 Tendance Flex 5p
39.990,159,2011,citroen,C5,Exclusive
21.900,85.000,2011,citroen,Xsara,Picasso 1.6 Glx Flex 5p
24.890,165.064,2010,citroen,C4,Pallas 2.0 Exclusive Pallas 16v
15.490,139.166,2008,citroen,C3,1.4 8v Glx Flex 5p
30.990,86.000,2011,citroen,Aircross,1.6 16v Exclusive Flex 5p
18.900,123.303,2011,citroen,C3,1.4 I Glx 8v Flex 4p Manual
28.990,73.021,2012,citroen,Aircross,1.6 16v Glx Flex 5p
17.900,90.000,2008,citroen,C3,1.4 8v X-tr Flex 5p
35.999,39.995,2015,citroen,C3,1.5 Attraction 8v Flex 4p Manual
19.890,74.000,2010,citroen,C3,1.4 8v Glx Flex 5p
31.900,39.000,2018,citroen,C3,1.2 Attraction Ptech Flex 5p
41.900,73.261,2015,citroen,C4,Lounge 2.0 Mpfi Tendance 16v Flex 4p Automático
89.900,62.000,2017,citroen,C4,Picasso C4 Picasso 1.6 16v Thp Intensive (aut)
38.990,102.000,2015,citroen,C4,Lounge 1.6 Thp Tendance Flex Aut. 4p
16.000,180.000,2008,citroen,C4,Pallas 2.0 Glx Aut. 4p
41.990,70.000,2014,citroen,C4,C4 Lounge Tendance 2.0i (aut)
55.000,500.000,2007,citroen,Jumper,2.8 Passageiro M33m 16l
70.000,230.352,2012,citroen,Jumper,Jumper 2.3 Passageiro M33m 23s 16l
34.900,57.900,2017,citroen,C3,1.2 Origine Ptech Flex 5p
26.990,111.000,2010,citroen,C4,Picasso Glx 2.0 16v
23.900,146.000,2012,citroen,C4,1.6 Glx Flex 5p
27.920,1.000,2013,citroen,C4,2.0 Glx 16v Flex 4p Automático
68.990,64.059,2016,citroen,Ds3,1.6 Thp Sport Chic 16v Gasolina 2p Manual
28.990,93.000,2013,citroen,C3,Picasso 1.6 16v Glx Flex Aut. 5p
35.900,65.000,2016,citroen,C3,1.5 Tendance Flex 5p
18.900,195.226,2010,citroen,C4,1.6 Glx 16v Flex 4p Manual
26.877,72.000,2011,citroen,C3,1.6 16v Exclusive Solaris Flex Aut. 5p
31.900,78.000,2013,citroen,Aircross,1.6 Glx 16v Flex 4p Manual
124.890,19.000,2019,citroen,Jumpy,1.6 Pack Td Blue Hdi 5p
30.870,72.200,2012,citroen,C3,Picasso 1.6 16v Exclusive Flex Aut. 5p
117.000,60.000,2020,citroen,Jumpy,1.6 Pack Td Blue Hdi 5p
18.900,186.000,2009,citroen,C3,1.4 I Glx 8v Flex 4p Manual
23.890,117.000,2010,citroen,C4,Pallas 2.0 Glx Flex Aut. 4p
35.000,54.000,2013,citroen,C3,1.6 Vti 16v Exclusive Flex Aut. 5p
38.500,47.000,2017,citroen,C3,1.2 Tendance Ptech Flex 5p
18.990,99.000,2010,citroen,C3,1.4 8v X-tr Flex 5p
16.890,97.000,2006,citroen,Xsara,Picasso 1.6 Glx 5p
36.990,49.000,2016,citroen,C3,1.5 Attraction Flex 5p
16.900,190.000,2007,citroen,C3,1.6 16v X-tr Flex 5p
15.990,110.000,2008,citroen,Xsara,Picasso 1.6 Glx Flex 5p
34.900,75.668,2014,citroen,C3,Picasso 1.6 16v Exclusive Flex Aut. 5p
40.000,282.800,2008,citroen,Jumper,2.8 Hdi 16l 5p
79.990,15.000,2019,citroen,C4,Lounge 1.6 Shine Thp Flex Aut. 4p
43.500,125.000,2016,citroen,C4,Lounge 2.0 Tendance Flex Aut. 4p
34.900,49.800,2014,citroen,C3,1.6 Exclusive 16v Flex 4p Automático
163.900,0,2021,citroen,Jumpy,Passageiro
22.900,95.367,2012,citroen,C3,C3 Glx 1.4 8v (flex)
19.900,167.000,2011,citroen,C3,1.4 8v Glx Flex 5p
23.900,116.000,2012,citroen,C4,1.6 Glx 16v
28.490,130.595,2011,citroen,Aircross,1.6 Exclusive 16v Flex 4p Manual
21.900,0,2010,citroen,C3,1.4 I Glx 8v Flex 4p Manual
34.990,50.000,2016,citroen,C3,1.5 Tendance Flex 5p
129.990,0,2020,citroen,Jumpy,1.6 Pack Td Blue Hdi 5p
19.900,126,2011,citroen,Xsara,Picasso Xsara Picasso Glx 1.6 16v (flex)
28.890,113.000,2013,citroen,C3,1.5 Tendance 8v
49.900,58.000,2016,citroen,Aircross,1.6 16v Shine Flex Aut. 5p
73.980,8.298,2020,citroen,C4,Cactus 1.6 Feel 16v 5p
27.990,100.000,2012,citroen,C3,Picasso 1.6 Flex Exclusive Bva
54.990,102.000,2017,citroen,C4,Lounge 1.6 Thp Exclusive Flex Aut. 4p
26.990,101.000,2010,citroen,C4,2.0 Glx 16v
60.900,33.625,2018,citroen,Aircross,Aircross 1.6 Shine 16v Flex 4p
39.900,95.000,2015,citroen,C3,1.6 Tendance 16v
159.900,16.968,2019,citroen,Jumper,2.0 L3h2 (13m3) 5p
18.900,178.000,2008,citroen,C3,1.4 I Exclusive 8v
95.900,27.335,2017,citroen,C4,Picasso C4 Picasso 1.6 Intensive 16v Turbo
75.990,22.000,2020,citroen,C4,Cactus 1.6 Vti 120 Flex Feel Eat6
46.900,60.000,2015,citroen,C4,Lounge 2.0 Tendance Flex Aut. 4p
78.990,27.500,2019,citroen,C4,Lounge 1.6 Shine Thp Flex Aut. 4p
28.999,72.463,2013,citroen,C3,C3 1.6 Picasso Exclusive 16v Flex 4p Manual
34.990,55.000,2014,citroen,C3,Picasso 1.5 Flex Glx Manual
99.900,5.549,2021,citroen,C4,Cactus C4 Cactus Shine 1.6 Thp Aut
62.900,13.640,2019,citroen,Aircross,Aircross 1.6 Live 16v Flex 4p Aut
27.990,0,2012,citroen,C4,Picasso 2.0 16v Gasolina 4p Automático
34.900,52.000,2013,citroen,C4,1.6 Glx 16v
41.900,35.000,2015,citroen,C3,1.6 Exclusive 16v Flex 4p Automático
29.980,39.230,2012,citroen,C3,1.6 Exclusive 16v Flex 4p Automático
25.900,136.000,2011,citroen,C4,1.6 Glx Flex 5p
29.900,138.000,2014,citroen,C3,1.5 Origine 8v Flex 4p Manual
34.490,75.000,2015,citroen,C3,C3 Tendance 1.5 8v (flex)
28.990,89.754,2013,citroen,C3,Picasso C3 Picasso Glx 1.6 16v Aut
36.900,117.000,2015,citroen,C3,1.5 Attraction 8v Flex 4p Manual
20.000,115.000,2008,citroen,C3,1.4 8v Glx Flex 5p
31.900,116,2013,citroen,Aircross,1.6 16v Glx Flex 5p
86.900,16.000,2019,citroen,C4,Cactus 1.6 Thp Flex Shine Pack At6
37.900,91.000,2014,citroen,Aircross,1.6 Glx 16v Flex 4p Manual
51.900,50.202,2018,citroen,C3,C3 Exclusive 1.6 16v Flex 4p
48.900,26.000,2017,citroen,C3,C3 Exclusive 1.6 16v  Aut
32.890,62.000,2014,citroen,C3,C3 Tendance 1.5 8v (flex)
29.900,65.000,2013,citroen,C3,Picasso 1.5 Flex Glx Manual
14.990,225,2006,citroen,C3,1.4 8v Glx Flex 5p
39.900,57.000,2014,citroen,C4,2.0 Tendance 16v Flex 4p Automático
33.990,87.000,2017,citroen,C3,1.2 Origine Ptech Flex 5p
61.900,39.829,2019,citroen,C3,C3 Urban Trail 1.6 Flex 16v 5p Aut
20.100,140.000,2011,citroen,C3,1.4 8v X-tr Flex 5p
19.900,126,2009,citroen,C3,1.4 8v Glx Flex 5p
21.900,82.460,2012,citroen,C3,C3 Glx 1.4 8v (flex)
19.900,96.356,2011,citroen,C3,1.4 8v Glx Flex 5p
31.990,73.000,2011,citroen,Aircross,1.6 16v Exclusive Flex 5p
159.900,17.995,2019,citroen,Jumper,2.0 L3h2 (13m3) 5p
32.900,84.000,2013,citroen,C3,1.5 Tendance Flex 5p
73.990,43.000,2020,citroen,C4,Cactus 1.6 Vti 120 Flex Feel Business Eat6
160.378,0,2020,citroen,Jumpy,1.6 (11l) Td Blue Hdi 5p
21.900,118.000,2010,citroen,C3,1.4 I Glx 8v Flex 4p Manual
41.890,76.500,2015,citroen,C3,1.6 Vti 16v Exclusive Flex Aut. 5p
33.990,65.000,2013,citroen,C3,1.6 Vti 16v Exclusive Flex 5p
32.999,40.000,2015,citroen,C3,1.5 Tendance Flex 5p
25.900,118.000,2009,citroen,C4,Grand Picasso 2.0 16v Gasolina 4p Automático
18.990,117.000,2009,citroen,C3,1.4 8v Exclusive Flex 5p
23.980,114.800,2009,citroen,C4,Pallas Glx 2.0 Flex Automatico
32.990,62.000,2014,citroen,C3,Picasso 1.5 Glx Flex 5p
15.900,101,2008,citroen,C3,1.4 I Glx 8v Flex 4p Manual
26.990,139.231,2010,citroen,C4,Picasso 2.0 16v
22.990,190.642,2012,citroen,Xsara,Picasso Xsara Picasso 1.6 I Glx 16v Flex 4p Manual 2012
83.990,10.200,2019,citroen,C4,Cactus C4 Cactus 1.6 Thp Flex Shine Eat6
36.900,124.000,2011,citroen,C4,Picasso C4 Picasso 2.0 16v (aut)
75.929,999.999,2019,citroen,C4,Cactus 1.6 Vti 120 Feel
47.890,60.000,2016,citroen,Aircross,1.6 16v Shine Flex Aut. 5p
30.890,98.000,2014,citroen,C3,1.5 Tendance Flex 5p
33.900,57.100,2013,citroen,C3,Picasso 1.5 Glx Flex 5p
12.500,170.000,2009,citroen,Xsara,Picasso 2.0 Glx 5p
19.890,136.000,2010,citroen,Xsara,Picasso 1.6 I Exclusive 16v Flex 4p Manual
28.900,90.000,2008,citroen,C4,2.0 Vtr 3p
42.900,108.000,2014,citroen,C4,Lounge 2.0 Tend Aut
36.990,32.147,2015,citroen,C3,1.5 Origine 8v
30.872,72.000,2012,citroen,C3,Picasso 1.6 16v Exclusive Flex Aut. 5p
46.490,67.209,2018,citroen,Aircross,1.6 Vti 120 Start
36.990,79.415,2014,citroen,C3,1.6 Exclusive 16v
53.799,25.000,2018,citroen,Aircross,Aircross 1.6 16v Live (flex) (aut)
31.900,86.000,2013,citroen,C3,1.6 Vti 16v Exclusive Flex Aut. 5p
33.790,138.000,2013,citroen,C3,Picasso 1.6 Glx Bva
42.952,89.000,2016,citroen,C3,1.6 Exclusive 16v
36.900,64.302,2015,citroen,Aircross,1.6 16v Tendance Flex 5p
55.900,16.400,2017,citroen,Aircross,1.6 Vti 120 Feel Eat6
18.900,115.000,2008,citroen,Xsara,Picasso 1.6 Glx Flex 5p
129.900,30.000,2019,citroen,Jumpy,1.6 Td Blue Hdi 5p
23.990,99.000,2011,citroen,C4,1.6 Glx 16v Flex 4p Manual
32.890,99.000,2014,citroen,Aircross,1.6 16v Glx Atacama Flex 5p
64.490,75.000,2019,citroen,C4,Cactus 1.6 Feel 16v Aut. 5p
32.999,133.714,2009,citroen,C4,Picasso 2.0 16v Gasolina 4p Automático
40.900,41.060,2015,citroen,Aircross,1.6 16v Tendance Flex Aut. 5p
25.900,182.000,2012,citroen,C3,Picasso C3 Picasso Glx 1.6 16v (flex)
21.900,103.000,2010,citroen,C4,1.6 Glx Flex 5p
25.890,120.000,2010,citroen,C4,C4 Hatch Glx 2.0 Flex 2010 Completo Troco Financio
14.900,182.000,2006,citroen,C3,C3 Exclusive 1.6 16v (flex)
48.999,99.000,2013,citroen,Ds3,1.6 Thp Gasolina Manual
25.990,132.071,2012,citroen,C3,1.4 I Glx 8v Flex 4p Manual
25.000,111.200,2011,citroen,C3,1.4 8v Glx Flex 5p
159.900,16.968,2019,citroen,Jumper,2.0 Bluehdi Diesel L3h2 Minibus Manual
29.900,105.000,2013,citroen,C3,C3 Tendance 1.5 Flex 8v 5p Mec.
39.900,1,2015,citroen,C3,C3 1.6 Exclusive 16v Flex 4p Automático
31.990,136.642,2013,citroen,C3,1.6 Exclusive 16v
36.900,69.000,2015,citroen,C3,C3 1.5 Tendance 8v Flex 4p Manual
22.900,115.000,2012,citroen,Xsara,Picasso 1.6 Glx Flex 5p
139.900,29.000,2020,citroen,Jumpy,1.6 (11l) Td Blue Hdi 5p
14.000,141.400,2008,citroen,C3,1.4 8v Glx Flex 5p
36.990,78.000,2013,citroen,C3,1.6 Picasso Exclusive 16v Flex 4p Automático
51.990,44.490,2018,citroen,Aircross,1.6 Vti 120 Flex Start Live Eat6
89.000,56.000,2013,citroen,Ds5,1.6 Thp 5p
21.900,111.006,2009,citroen,C4,2.0
18.990,165.802,2010,citroen,Xsara,Picasso 1.6 I Glx 16v Flex 4p Manual
17.900,112.000,2009,citroen,C3,1.4 I Exclusive 8v
20.900,115.000,2010,citroen,C4,2.0 Glx 16v
48.990,84.453,2017,citroen,Aircross,1.6 Feel 16v Flex 4p Automático
17.490,136.280,2010,citroen,C3,1.4 I Glx 8v Flex 4p Manual
43.890,101.374,2015,citroen,C4,1.6 Tendance 16v Turbo Flex 4p Automático
31.799,75.000,2014,citroen,C3,C3 Tendance 1.5 Flex 8v 5p Mec.
29.990,123.807,2014,citroen,C3,Citroen C3 1.5 Origine 8v Flex 4p Manual
44.900,49.000,2018,citroen,C3,1.2 Pure Tech Flex Attraction Manual
16.877,77.700,2007,citroen,C3,1.6 16v X-tr Flex 5p
21.980,98.000,2010,citroen,C4,1.6 Glx 16v
35.900,59.000,2018,citroen,C3,1.2 Origine Ptech Flex 5p
32.900,73.300,2014,citroen,C3,1.6 Vti 16v Exclusive Flex 5p
52.890,70.000,2014,citroen,Ds4,1.6 Thp 5p
44.700,27.000,2016,citroen,C3,1.5 Exclusive Flex 5p
31.900,94.000,2012,citroen,Aircross,1.6 16v Glx Flex 5p
31.900,70.000,2012,citroen,C4,2.0 Glx Flex Aut. 5p
24.990,99.000,2010,citroen,C3,1.4 8v X-tr Flex 5p
17.800,166.000,2007,citroen,C3,1.4 8v Glx Flex 5p
17.990,130.000,2008,citroen,C3,1.4 8v Exclusive Flex 5p
24.990,129.000,2012,citroen,C3,1.4 8v Exclusive Flex 5p
40.900,93.000,2015,citroen,Aircross,1.6 16v Exclusive Flex Aut. 5p
73.990,43.000,2020,citroen,C4,Cactus 1.6 Feel 16v 5p
42.900,52.700,2017,citroen,C3,1.2 Style Edition Ptech Flex 5p
29.900,93.000,2011,citroen,Aircross,1.6 16v Glx Flex 5p
21.990,107.000,2011,citroen,C3,1.4 8v Exclusive Flex 5p
20.900,188.500,2008,citroen,C3,1.4 8v X-tr Flex 5p
107.000,93.079,2017,citroen,Jumper,2.3 Hdi 33m 15l 5p
26.000,135.000,2010,citroen,C4,2.0 Glx Flex Aut. 5p
28.900,107.000,2012,citroen,C4,Picasso 2.0 5p
25.900,141.840,2009,citroen,C4,Picasso 2.0 16v Gasolina 4p Automático
29.900,108.462,2013,citroen,C3,Picasso 1.6 16v Exclusive Flex 5p
50.900,70.000,2017,citroen,Aircross,1.6 Feel 16v Flex 4p Manual
28.990,129.846,2013,citroen,C3,Picasso 1.5 Flex Glx Manual
17.999,132.000,2009,citroen,C3,1.4 8v Glx Flex 5p
32.900,57.800,2014,citroen,C3,Picasso C3 Picasso Gl 1.5 8v (flex)
25.900,81.000,2012,citroen,C3,1.4 I Glx 8v
21.990,94.489,2011,citroen,C3,1.4 I Glx 8v Flex 4p Manual
31.900,114.000,2013,citroen,C3,1.5 Tendance 8v
33.900,0,2015,citroen,C3,1.5 Tendance 8v Flex 4p Manual
23.900,187.000,2010,citroen,C4,2.0 Glx Pallas 16v
22.490,101.000,2012,citroen,Xsara,Picasso 1.6 I Glx 16v Flex 4p Manual
18.000,166.628,2008,citroen,C3,1.4 8v Glx Flex 5p
31.900,97.000,2014,citroen,C3,1.5 Tendance Flex 5p
38.980,49.887,2015,citroen,C3,1.6 Vti 16v Exclusive Flex Aut. 5p
18.900,133.000,2008,citroen,C3,1.4 8v X-tr Flex 5p
30.900,75.000,2012,citroen,C3,Picasso 1.6 16v Exclusive Flex Aut. 5p
49.900,50.000,2016,citroen,Aircross,1.6 16v Shine Flex Aut. 5p
20.900,139.000,2012,citroen,C3,Picasso 1.6 16v Glx Flex 5p
34.990,47.000,2017,citroen,C3,1.2 Origine Ptech Flex 5p
34.900,114.807,2013,citroen,Aircross,Glx 1.6 16v Flex
49.900,58.478,2018,citroen,Aircross,Aircross Live Bva 1.6 16v (flex)
40.900,94.477,2017,citroen,C3,C3 Tendance 1.5 8v (flex)
20.900,88.000,2010,citroen,C3,C3 Glx 1.4 8v (flex)
36.899,94.300,2015,citroen,Aircross,1.6 Tendance 16v Flex 4p Manual
27.990,100,2012,citroen,C3,1.6 16v Exclusive Flex Aut. 5p
68.990,75.000,2019,citroen,C4,Cactus 1.6 Feel 16v 5p
72.900,36.268,2020,citroen,C4,Cactus C4 Cactus 1.6 Feel (aut)
19.890,129.000,2010,citroen,C3,1.4 8v Exclusive Flex 5p
23.990,119.336,2012,citroen,C3,1.4 I Exclusive 8v Flex 4p Manual
25.877,97.000,2010,citroen,C4,Pallas 2.0 Exclusive Flex Aut. 4p
27.900,117.000,2013,citroen,C4,C4 Glx 1.6 (flex)
26.890,140.000,2009,citroen,C4,Picasso C4 Picasso 2.0 16v
56.990,89.000,2017,citroen,C4,Lounge 1.6 Exclusive 16v Turbo Flex 4p Automático
70.990,14.000,2020,citroen,C4,Cactus 1.6 Vti 120 Feel Business Eat6
30.990,999,2011,citroen,Aircross,1.6 16v Exclusive Flex 5p
45.950,74.250,2015,citroen,C4,Lounge 1.6 Thp Tendance Flex Aut. 4p
55.900,40.000,2017,citroen,Aircross,1.6 16v Feel Flex Aut. 5p
34.900,52.500,2013,citroen,C3,Picasso Exclusive 1.6
45.900,57.750,2018,citroen,Aircross,Aircross 1.6 16v Start (flex)
33.900,72.226,2014,citroen,C3,Picasso C3 Picasso Glx Bva 1.6 16v (flex) (aut)
57.900,90.000,2017,citroen,C4,Lounge 1.6 Thp Tendance Flex Aut. 4p
46.900,43.000,2017,citroen,Aircross,1.6 16v Feel Flex 5p
94.990,0,2020,citroen,C4,Cactus 1.6 Feel 16v Aut. 5p
19.890,129.000,2010,citroen,C3,1.4 8v Exclusive Flex 5p
23.990,119.336,2012,citroen,C3,1.4 I Exclusive 8v Flex 4p Manual
21.890,106.000,2011,citroen,C3,Glx 1.4 Flex Completo + Couro
25.877,97.000,2010,citroen,C4,Pallas 2.0 Exclusive Flex Aut. 4p
27.900,117.000,2013,citroen,C4,C4 Glx 1.6 (flex)
26.890,140.000,2009,citroen,C4,Picasso C4 Picasso 2.0 16v
56.990,89.000,2017,citroen,C4,Lounge 1.6 Exclusive 16v Turbo Flex 4p Automático
70.990,14.000,2020,citroen,C4,Cactus 1.6 Vti 120 Feel Business Eat6
30.990,999,2011,citroen,Aircross,1.6 16v Exclusive Flex 5p
27.900,101.000,2012,citroen,C3,Picasso 1.6 16v Glx Flex 5p
45.950,74.250,2015,citroen,C4,Lounge 1.6 Thp Tendance Flex Aut. 4p
38.990,58.000,2015,citroen,C3,1.5 Tendance Flex 5p
42.490,39.000,2015,citroen,C3,Picasso Tendance 1.5 Flex 8v 5p Mec
55.900,40.000,2017,citroen,Aircross,1.6 16v Feel Flex Aut. 5p
34.900,52.500,2013,citroen,C3,Picasso Exclusive 1.6
30.890,64.000,2013,citroen,C3,1.6 Vti 16v Exclusive Flex 5p
39.900,59.000,2015,citroen,Aircross,1.6 16v Tendance Flex 5p
45.900,57.750,2018,citroen,Aircross,Aircross 1.6 16v Start (flex)
31.900,70.007,2013,citroen,C3,1.5 Tendance Flex 5p
36.990,56.100,2017,citroen,C3,1.2 Origine Ptech Flex 5p
33.900,72.226,2014,citroen,C3,Picasso C3 Picasso Glx Bva 1.6 16v (flex) (aut)
18.900,999.999,2008,citroen,C3,C3 Glx 1.4 8v (flex)
28.900,97.900,2012,citroen,C3,Picasso 1.6 16v Glx Flex 5p
57.900,90.000,2017,citroen,C4,Lounge 1.6 Thp Tendance Flex Aut. 4p
20.999,173.000,2012,citroen,Xsara,Picasso 1.6 Glx Flex 5p
46.900,43.000,2017,citroen,Aircross,1.6 16v Feel Flex 5p
94.990,0,2020,citroen,C4,Cactus 1.6 Feel 16v Aut. 5p
20.900,147.399,2010,citroen,Xsara,Picasso Exclusive 1.6 16v (flex)
34.890,93.000,2013,citroen,Aircross,1.6 16v Glx Atacama Flex 5p
32.899,87.000,2014,citroen,C3,1.5 Tendance Flex 5p
23.900,129.000,2011,citroen,C4,Pallas 2.0 Glx Flex Aut. 4p
35.900,72.000,2014,citroen,Aircross,1.6 16v Glx Flex 5p
30.999,120.000,2013,citroen,C3,Picasso 1.5 Glx Flex 5p
18.900,121.604,2008,citroen,C3,1.4 8v Glx Flex 5p
39.990,49.000,2018,citroen,C3,1.2 Pure Tech Flex Origine Manual
26.990,999.999,2012,citroen,C3,C3 Exclusive 1.6 16v (flex)(aut)
18.900,117,2010,citroen,C3,1.4 8v Glx Flex 5p
35.900,47.000,2015,citroen,C3,Picasso 1.5 Tendance Flex 5p
27.990,89.500,2010,citroen,C4,Picasso 2.0 5p
20.900,127.000,2012,citroen,C3,1.4 8v Exclusive Flex 5p
34.900,80.000,2013,citroen,C3,Exclusive 1.6i 16v Flex
129.990,0,2020,citroen,Jumpy,1.6 Pack Td Blue Hdi 5p
20.000,150,2009,citroen,Xsara,Picasso 2.0 Exclusive Aut. 5p
34.900,93.050,2013,citroen,Aircross,Exclusive Automático
14.916,90.000,2006,citroen,C3,1.4 8v Glx 5p
69.900,21.345,2020,citroen,C4,Cactus 1.6 Vti 120 Flex Feel Manual
49.900,43.000,2017,citroen,Aircross,1.6 16v Live Flex Aut. 5p
21.990,166.000,2011,citroen,C3,1.4 8v Glx Flex 5p
136.900,0,2021,renault,Master,2.3 L2h1 2p
149.900,0,2021,renault,Master,2.3 L1h1 5p
166.900,0,2021,renault,Master,Refrigerada - 10graus
210.900,0,2021,renault,Master,2.3 Executive L3h2 16l 5p
159.900,0,2021,renault,Master,2.3 Extra L3h2 5p
135.900,0,2019,renault,Master,2.3 L1h1 5p
69.900,280.000,2010,renault,Master,2.5 Dci L2h2 16l 5p
129.900,0,2020,renault,Master,Master 2.3 Dci Chassi Cabine L2h1 16v
139.900,1,2016,renault,Master,2.3 Executive L3h2 16l 5p
42.900,108.000,2014,renault,Fluence,2.0 Dynamique Hi-flex 4p
162.900,0,2020,renault,Master,2.3 Executive L3h2 16l 5p
179.900,0,2021,renault,Master,2.3 Extra L3h2 Vitrè 5p
173.900,0,2020,renault,Master,Master Executiva L3h2 16 Lugares
129.900,199.000,2017,renault,Master,L2h2 Ambulancia
69.900,235.630,2007,renault,Master,2.5 Dci L3h2 5p
116.900,199.000,2015,renault,Master,2.3 Grand L2h2 5p
142.900,0,2021,renault,Master,Chassi Baú Carga Seca
142.900,0,2020,renault,Master,Baú
129.900,0,2020,renault,Master,Chassi
129.900,0,2020,renault,Master,Chassi
142.900,0,2021,renault,Master,Chassi Baú Carga Seca
149.000,15.666,2016,renault,Master,Food Truck Ch Cabine
36.500,59.000,2018,renault,Kwid,1.0 12v Zen Sce 5p
42.900,116.300,2015,renault,Duster,1.6 Expression 4x2 16v
15.990,223.000,2010,renault,Megane,1.6 Expression Hi-flex 4p
46.970,28.000,2020,renault,Logan,1.0 12v Expression Sce 4p
33.900,92.000,2018,renault,Logan,1.0 12v Sce Flex Authentique Manual
16.900,110.000,2010,renault,Logan,1.0 16v Expression Hi-flex 4p
38.900,54.000,2019,renault,Logan,1.0 12v Sce Flex Expression Manual
17.780,129.040,2008,renault,Logan,Logan Privilège 1.6 16v (flex)
27.900,74.835,2013,renault,Kangoo,Express 1.6 16v Porta Lateral Hi-flex 5p
20.990,93.000,2014,renault,Clio,Clio Authentique 1.0 16v (flex) 4p
59.580,98.368,2010,renault,Master,2.5 Dci L3h2 5p
25.900,92.650,2016,renault,Clio,1.0 16v Expression Hi-power 5p
16.700,115.069,2011,renault,Clio,1.0 16v
14.780,66.062,2012,renault,Clio,Clio 1.0 16v (flex) 2p
