marca,modelo,preco,quilometragem,ano,informacoes,motor
Renault,Kwid,45500.0,11000.0,2020,Kwid Outsider 1.0 Flex 12v 5p Mec,1.0
Renault,Kwid,36990.0,59000.0,2018,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,39990.0,29100.0,2019,Kwid 1.0 12v Zen Sce 5p,1.0
Renault,Kwid,43890.0,0.0,2021,Kwid 1.0 12v Zen Sce 5p,1.0
Renault,Kwid,37890.0,3385.0,2020,Kwid 1.0 12v Sce Flex Life Manual,1.0
Renault,Kwid,41900.0,27000.0,2019,Kwid 1.0 12v Intense Sce 5p,1.0
Renault,Kwid,36990.0,71953.0,2019,Kwid Kwid Zen 1.0 Flex 12v 5p Mec.,1.0
Renault,Kwid,37900.0,72150.0,2018,Kwid 1.0 12v Intense Sce 5p,1.0
Renault,Kwid,50990.0,0.0,2021,Kwid 1.0 12v Intense Sce 5p,1.0
Renault,Kwid,41900.0,16200.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,34000.0,44780.0,2020,Kwid 1.0 12v Sce Flex Intense Manual,1.0
Renault,Kwid,32940.0,29681.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,31900.0,10413.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,49490.0,1.0,2022,Kwid 1.0 12v Sce Zen,1.0
Renault,Kwid,48490.0,1.0,2021,Kwid 1.0 12v Sce Zen,1.0
Renault,Kwid,49900.0,1.0,2022,Kwid Kwid Intense 1.0,1.0
Renault,Kwid,47490.0,0.0,2021,Kwid Kwid Zen 1.0,1.0
Renault,Kwid,50990.0,1.0,2022,Kwid 1.0 12v Sce Intense,1.0
Renault,Kwid,49990.0,1.0,2022,Kwid 1.0 12v Sce Zen,1.0
Renault,Kwid,36900.0,24490.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,42900.0,5000.0,2020,Kwid Kwid Zen 1.0 Flex 12v 5p Mec.,1.0
Renault,Kwid,49490.0,1.0,2022,Kwid 1.0 12v Sce Zen,1.0
Renault,Kwid,49540.0,1.0,2022,Kwid 1.0 12v Sce Zen,1.0
Renault,Kwid,52190.0,1.0,2022,Kwid 1.0 12v Sce Outsider,1.0
Renault,Kwid,47590.0,1.0,2022,Kwid 1.0 12v Sce Zen,1.0
Renault,Kwid,44900.0,0.0,2021,Kwid 1.0 12v Sce Flex Life Manual,1.0
Renault,Kwid,49590.0,1.0,2022,Kwid 1.0 12v Sce Intense,1.0
Renault,Kwid,49490.0,1.0,2022,Kwid 1.0 12v Sce Zen,1.0
Renault,Kwid,42990.0,21500.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,45190.0,28157.0,2021,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,45590.0,14349.0,2021,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,40990.0,30088.0,2019,Kwid 1.0 12v Sce Intense,1.0
Renault,Kwid,38900.0,45502.0,2018,Kwid Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,50490.0,1.0,2022,Kwid 1.0 12v Sce Intense,1.0
Renault,Kwid,50490.0,1.0,2022,Kwid 1.0 12v Sce Intense,1.0
Renault,Kwid,50990.0,1.0,2022,Kwid 1.0 12v Sce Intense,1.0
Renault,Kwid,52900.0,1859.0,2021,Kwid 1.0 12v Sce Outsider,1.0
Renault,Kwid,51000.0,13000.0,2021,Kwid 1.0 12v Sce Outsider,1.0
Renault,Kwid,46990.0,1.0,2021,Kwid Zen 1.0 12v Sce Flex,1.0
Renault,Kwid,47900.0,8000.0,2020,Kwid 1.0 12v Flex Outsider Manual,1.0
Renault,Kwid,38990.0,93209.0,2019,Kwid 1.0 12v Sce Intense,1.0
Renault,Kwid,39490.0,95795.0,2019,Kwid 1.0 12v Sce Zen,1.0
Renault,Kwid,42290.0,33588.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,42290.0,28890.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,41990.0,40742.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,42290.0,27273.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,42290.0,39143.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,45590.0,13539.0,2021,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,45590.0,23339.0,2021,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,36300.0,0.0,2020,Kwid 1.0 12v Sce Zen,1.0
Renault,Kwid,39970.0,31000.0,2019,Kwid 1.0 12v Zen Sce 5p,1.0
Renault,Kwid,36900.0,37547.0,2018,Kwid 1.0 12v Zen Sce 5p,1.0
Renault,Kwid,46990.0,0.0,2021,Kwid 1.0 12v Zen Sce 5p,1.0
Renault,Kwid,39900.0,55000.0,2019,Kwid 1.0 12v Intense Sce 5p,1.0
Renault,Kwid,38900.0,48263.0,2018,Kwid 1.0 12v Intense Sce 5p,1.0
Renault,Kwid,48990.0,0.0,2021,Kwid 1.0 12v Sce Intense,1.0
Renault,Kwid,46990.0,21659.0,2020,Kwid Kwid Outsider 1.0 Flex 12v 5p Mec,1.0
Renault,Kwid,45190.0,29379.0,2021,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,42990.0,23419.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,42990.0,7745.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,45190.0,25989.0,2021,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,42290.0,25042.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,45590.0,17325.0,2021,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,45590.0,23950.0,2021,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,42290.0,29000.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,42290.0,27080.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,42290.0,29815.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,37900.0,41000.0,2019,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,52190.0,1.0,2022,Kwid 1.0 12v Sce Outsider,1.0
Renault,Kwid,40900.0,84000.0,2019,Kwid Kwid 1.0 12v Sce Flex Intense Manual,1.0
Renault,Kwid,40900.0,8400.0,2020,Kwid Zen 1.0 12v,1.0
Renault,Kwid,44900.0,28490.0,2020,Kwid Renault Kwid Intense 1.0 12v Sce (flex),1.0
Renault,Kwid,40899.0,14784.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,34900.0,61612.0,2018,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,38900.0,63586.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,42500.0,12612.0,2020,Kwid Zen 1.0 12v,1.0
Renault,Kwid,43900.0,25600.0,2020,Kwid Zen 1.0 Flex 12v 5p Mec.,1.0
Renault,Kwid,33900.0,83000.0,2019,Kwid Zen 1.0 Flex 12v 5p Mec.,1.0
Renault,Kwid,42900.0,16775.0,2020,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,37990.0,32369.0,2018,Kwid 1.0 12v Sce Flex Intense Manual,1.0
Renault,Kwid,33866.0,72700.0,2018,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Kwid,42950.0,51402.0,2020,Kwid Zen 1.0 12v Sce (flex),1.0
Renault,Kwid,40440.0,37824.0,2020,Kwid Zen 1.0 12v Sce (flex),1.0
Renault,Kwid,47630.0,45680.0,2021,Kwid Zen 1.0 12v Sce (flex),1.0
Renault,Kwid,43090.0,48039.0,2020,Kwid Zen 1.0 12v Sce (flex),1.0
Renault,Kwid,42690.0,35663.0,2020,Kwid Zen 1.0 12v Sce (flex),1.0
Renault,Kwid,42470.0,45782.0,2020,Kwid Zen 1.0 12v Sce (flex),1.0
Renault,Kwid,43560.0,54569.0,2020,Kwid Zen 1.0 12v Sce (flex),1.0
Renault,Kwid,42300.0,47141.0,2020,Kwid Zen 1.0 12v Sce (flex),1.0
Renault,Kwid,42970.0,47732.0,2020,Kwid Zen 1.0 12v Sce (flex),1.0
Renault,Kwid,41840.0,60514.0,2020,Kwid Zen 1.0 12v Sce (flex),1.0
Renault,Kwid,42970.0,53640.0,2020,Kwid Zen 1.0 12v Sce (flex),1.0
Renault,Kwid,43560.0,48392.0,2020,Kwid Zen 1.0 12v Sce (flex),1.0
Renault,Kwid,43990.0,16000.0,2020,Kwid Kwid Zen 1.0,1.0
Renault,Kwid,36990.0,86106.0,2019,Kwid 1.0 12v Sce Flex Zen Manual,1.0
Renault,Logan,33900.0,92000.0,2018,Logan 1.0 12v Sce Flex Authentique Manual,1.0
Renault,Logan,35900.0,38000.0,2015,Logan 1.6 Expression Hi-power Easy-r 4p,1.6
Renault,Logan,38900.0,54000.0,2019,Logan 1.0 12v Sce Flex Expression Manual,1.0
Renault,Logan,15890.0,200000.0,2011,Logan 1.0 16v Authentique Hi-flex 4p,1.0
Renault,Logan,31900.0,110000.0,2015,Logan 1.6 Expression 8v Flex 4p Manual,1.6
Renault,Logan,34901.0,62215.0,2016,Logan 1.6 Expression Hi-power 4p,1.6
Renault,Logan,37499.0,79700.0,2019,Logan 1.0 12v Sce Authentique,1.0
Renault,Logan,18890.0,177000.0,2012,Logan 1.0 Authentique 16v,1.0
Fiat,Logan,32900.0,97000.0,2013,Doblo Doblo Adv/adv Tryon/locker 1.8 Flex,1.8
Renault,Logan,27000.0,68000.0,2013,Logan 1.0 16v Expression Hi-flex 4p,1.0
Renault,Logan,39900.0,78000.0,2018,Logan 1.0 12v Sce Flex Expression Manual,1.0
Renault,Logan,18990.0,1.0,2013,Logan 1.0 16v Expression Hi-flex 4p,1.0
Renault,Logan,57980.0,0.0,2021,Logan 1.0 Life 12v 4p,1.0
Renault,Logan,39990.0,58000.0,2017,Logan Renault Logan Dynamique 1.6,1.6
Renault,Logan,39990.0,54000.0,2016,Logan 1.6 Dynamique 8v,1.6
Renault,Logan,18900.0,88000.0,2012,Logan 1.0 16v Authentique Hi-flex 4p,1.0
Renault,Logan,47870.0,20000.0,2020,Logan Logan Life Flex 1.0 12v 4p Mec.,1.0
Renault,Logan,36900.0,118000.0,2017,Logan 1.0 12v Expression Sce 4p,1.0
Renault,Logan,35000.0,67000.0,2015,Logan 1.6 Expression Hi-power 4p,1.6
Renault,Logan,40990.0,45466.0,2019,Logan 1.0 12v Sce Authentique,1.0
Renault,Logan,18247.0,156000.0,2012,Logan 1.0 16v Expression Hi-flex 4p,1.0
Renault,Logan,14499.0,178000.0,2008,Logan 1.0 16v Expression Hi-flex 4p,1.0
Renault,Logan,31900.0,150000.0,2014,Logan 1.6 Expression Hi-power 4p,1.6
Renault,Logan,34899.0,62215.0,2016,Logan 1.6 Expression Hi-power 4p,1.6
Renault,Logan,57990.0,0.0,2021,Logan 1.0 Life 12v 4p,1.0
Renault,Logan,45970.0,27500.0,2020,Logan 1.0 12v Authentique Sce 4p,1.0
Renault,Logan,43970.0,34000.0,2019,Logan 1.0 12v Authentique Sce 4p,1.0
Renault,Logan,43980.0,26100.0,2019,Logan 1.0 12v Authentique Sce 4p,1.0
Renault,Logan,18990.0,165548.0,2009,Logan 1.6 Expression 8v,1.6
Renault,Logan,58900.0,2000.0,2020,Logan 1.6 Zen 16v 4p,1.6
Renault,Logan,35863.0,135002.0,2015,Logan Logan 1.6 Dynamique 8v Flex 4p Automatizado,1.6
Renault,Logan,19900.0,1.0,2008,Logan Logan Sedan Privilege 1.6 16v,1.6
Renault,Logan,20900.0,91000.0,2008,Logan 1.6 Expression Hi-torque 4p,1.6
Renault,Logan,47870.0,28000.0,2020,Logan 1.0 Life 12v 4p,1.0
Renault,Logan,35890.0,80000.0,2019,Logan 1.0 12v Authentique Sce 4p,1.0
Renault,Logan,25890.0,123000.0,2013,Logan 1.0 Authentique 16v Flex 4p Manual,1.0
Renault,Logan,47990.0,72001.0,2020,Logan Renault Logan 1.0 12v Sce Flex Zen Manual,1.0
Renault,Logan,42320.0,20000.0,2020,Logan 1.0 12v Sce Flex Life Manual,1.0
Renault,Logan,42320.0,20000.0,2020,Logan 1.0 12v Sce Flex Zen Manual,1.0
Renault,Logan,32990.0,84000.0,2015,Logan Logan Expr 1016v,
Renault,Logan,40900.0,81000.0,2019,Logan 1.0 12v Sce Flex Expression Manual,1.0
Renault,Logan,43990.0,54000.0,2019,Logan 1.0 12v Expression Sce 4p,1.0
Renault,Logan,22320.0,1000.0,2013,Logan 1.0 Expression 16v Flex 4p Manual,1.0
Renault,Logan,46869.0,30000.0,2020,Logan Logan Authentique Flex 1.0 12v 4p,1.0
Renault,Logan,48899.0,75665.0,2020,Logan 1.0 Life 12v 4p,1.0
Renault,Logan,55900.0,58445.0,2020,Logan 1.0 12v Sce Flex Zen Manual,1.0
Renault,Logan,40900.0,70000.0,2017,Logan Logan 1.6 Dynamique 8v Flex 4p Manual,1.6
Renault,Logan,37899.0,104174.0,2016,Logan 1.0 16v Expression Hi-flex 4p,1.0
Renault,Logan,31990.0,18455.0,2020,Logan 1.0 12v Sce Flex Authentique Manual,1.0
Renault,Logan,34990.0,121268.0,2016,Logan Logan 1.6 Expression 8v Flex 4p Manual 2016,1.6
Fiat,Logan,19900.0,78000.0,2011,Siena 1.0 El Flex 4p,1.0
Renault,Logan,44900.0,44533.0,2020,Logan Logan Expression 1.0 12v,1.0
Renault,Logan,27500.0,188000.0,2015,Logan 1.6 Dynamique Hi-power 4p,1.6
Renault,Logan,70890.0,100.0,2021,Logan Zen 1.6,1.6
Renault,Logan,27990.0,149000.0,2014,Logan 1.6 Dynamique Hi-power 4p,1.6
Renault,Logan,30999.0,0.0,2016,Logan 1.0 16v Expression Hi-flex 4p,1.0
Renault,Logan,30490.0,105832.0,2015,Logan 1.0 Authentique 16v,1.0
Renault,Logan,21499.0,97000.0,2013,Logan 1.0 Authentique 16v,1.0
Renault,Logan,39900.0,66000.0,2017,Logan 1.0 12v Sce Expression,1.0
Renault,Logan,46900.0,43000.0,2020,Logan 1.0 12v Sce Expression Manual,1.0
Renault,Logan,41790.0,57200.0,2019,Logan 1.0 12v Sce Flex Expression Manual,1.0
Renault,Logan,20900.0,234000.0,2013,Logan 1.6 Expression Hi-power 4p,1.6
Renault,Logan,24500.0,110258.0,2012,Logan 1.6 16v Expression Hi-flex Aut. 4p,1.6
Renault,Logan,22900.0,75642.0,2012,Logan 1.0 16v Expression Hi-flex 4p,1.0
Renault,Logan,35900.0,1.0,2015,Logan Logan 1.6 Dynamique 8v Flex 4p Manual,1.6
Renault,Logan,31730.0,18403.0,2020,Logan 1.0 12v Sce Flex Authentique Manual,1.0
Renault,Logan,42890.0,25000.0,2018,Logan 1.6 16v Sce Flex Expression Manual,1.6
Renault,Logan,42899.0,82871.0,2020,Logan 1.0 12v Authentique Sce 4p,1.0
Renault,Logan,14900.0,139527.0,2008,Logan 1.0 16v Authentique Hi-flex 4p,1.0
Renault,Logan,41490.0,38173.0,2019,Logan 1.0 12v Sce Flex Expression Avantage Manual,1.0
Renault,Logan,17900.0,123.0,2011,Logan 1.0 16v Expression Hi-flex 4p,1.0
Renault,Logan,34159.0,14676.0,2020,Logan 1.0 12v Sce Flex Expression Manual,1.0
Renault,Logan,42990.0,49890.0,2020,Logan 1.0 12v Sce Flex Authentique Manual,1.0
Renault,Logan,41990.0,48650.0,2019,Logan 1.0 12v Sce Flex Authentique Manual,1.0
Renault,Logan,41990.0,48700.0,2019,Logan 1.0 12v Sce Flex Authentique Manual,1.0
Renault,Logan,20990.0,143202.0,2011,Logan Logan Expression 1.0 16v (flex),1.0
Renault,Logan,49900.0,63200.0,2020,Logan 1.0 12v Sce Flex Zen Manual,1.0
Renault,Logan,18900.0,145000.0,2010,Logan Logan Expression 1.6 8v Hi-torque (flex),1.6
Renault,Logan,36900.0,66000.0,2017,Logan 1.6 Expression Hi-power 4p,1.6
Renault,Logan,47900.0,57958.0,2020,Logan 1.0 12v Sce Flex Life Manual,1.0
Renault,Logan,48900.0,29664.0,2020,Logan 1.0 12v Sce Flex Life Manual,1.0
Renault,Logan,48900.0,23383.0,2020,Logan 1.0 12v Sce Flex Life Manual,1.0
Renault,Logan,48900.0,16045.0,2020,Logan 1.0 12v Sce Flex Life Manual,1.0
Renault,Logan,48900.0,20906.0,2020,Logan 1.0 12v Sce Flex Life Manual,1.0
Renault,Logan,29990.0,94741.0,2012,Logan 1.6 Expression 8v Flex 4p Manual,1.6
Renault,Logan,33900.0,107000.0,2014,Logan 1.6 Expression Hi-power 4p,1.6
Renault,Logan,45900.0,53000.0,2019,Logan Expression Pack Avantage 1.6 16v Sce (flex),1.6
Renault,Logan,29000.0,121000.0,2014,Logan 1.0 16v Expression Hi-flex 4p,1.0
Renault,Logan,49900.0,22291.0,2020,Logan 1.0 12v Sce Flex Life Manual,1.0
Renault,Logan,54030.0,36583.0,2020,Logan Zen 1.6 16v Sce (flex),1.6
Renault,Logan,37990.0,999999.0,2018,Logan Logan Authentique 1.0 12v Sce (flex),1.0
Renault,Logan,17900.0,197000.0,2011,Logan 1.0 16v Expression Hi-flex 4p,1.0
Renault,Logan,36900.0,70000.0,2018,Logan 1.0 12v Authentique Sce 4p,1.0
Renault,Logan,33890.0,84000.0,2014,Logan 1.6 Expression Hi-power 4p,1.6
Renault,Logan,48900.0,16549.0,2020,Logan 1.0 12v Sce Flex Life Manual,1.0
Renault,Logan,22900.0,999999.0,2013,Logan Logan Authentique 1.0 16v (flex),1.0
Renault,Master,136900.0,0.0,2021,Master 2.3 L2h1 2p,2.3
Renault,Master,149900.0,0.0,2021,Master 2.3 L1h1 5p,2.3
Renault,Master,135900.0,0.0,2019,Master 2.3 L1h1 5p,2.3
Renault,Master,159900.0,0.0,2021,Master 2.3 Extra L3h2 5p,2.3
Renault,Master,151900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,210900.0,0.0,2021,Master 2.3 Executive L3h2 16l 5p,2.3
Renault,Master,69900.0,280000.0,2010,Master 2.5 Dci L2h2 16l 5p,2.5
Renault,Master,129900.0,0.0,2020,Master Master 2.3 Dci Chassi Cabine L2h1 16v,2.3
Renault,Master,139900.0,1.0,2016,Master 2.3 Executive L3h2 16l 5p,2.3
Renault,Master,129900.0,199000.0,2017,Master L2h2 Ambulancia,
Renault,Master,162900.0,0.0,2020,Master 2.3 Executive L3h2 16l 5p,2.3
Renault,Master,159900.0,0.0,2021,Master 2.3 Extra L3h2 Vitrè 5p,2.3
Renault,Master,159900.0,0.0,2020,Master 2.3 Extra L3h2 5p,2.3
Renault,Master,69900.0,235630.0,2007,Master 2.5 Dci L3h2 5p,2.5
Renault,Master,116900.0,199000.0,2015,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,142900.0,0.0,2021,Master Chassi Baú Carga Seca,
Renault,Master,142900.0,0.0,2020,Master Baú,
Renault,Master,129900.0,0.0,2020,Master Chassi,
Renault,Master,129900.0,0.0,2020,Master Chassi,
Renault,Master,142900.0,0.0,2021,Master Chassi Baú Carga Seca,
Renault,Master,149000.0,15666.0,2016,Master Food Truck Ch Cabine,
Renault,Master,59580.0,98368.0,2010,Master 2.5 Dci L3h2 5p,2.5
Renault,Master,120000.0,115000.0,2015,Master 2.3 Executive L3h2 16l 5p,2.3
Renault,Master,112000.0,129364.0,2018,Master 2.3 L1h1 5p,2.3
Renault,Master,164000.0,75160.0,2019,Master 2.3 Extra L3h2 5p,2.3
Renault,Master,127900.0,29600.0,2020,Master 2.3 L1h1 5p,2.3
Renault,Master,126900.0,98000.0,2017,Master Master Executiva L3h2 16 Lugares,
Renault,Master,48900.0,324785.0,2009,Master 2.5 Dci L2h2 16l 5p,2.5
Renault,Master,73500.0,326000.0,2013,Master 2.5 Dci L3h2 5p,2.5
Renault,Master,125000.0,316404.0,2014,Master 2.3 Executive L3h2 16l 5p,2.3
Hyundai,Master,47900.0,204000.0,2007,Hr 2.5 Rd Extra-longo S/ Carroceria Tci 2p,2.5
Renault,Master,130000.0,270295.0,2014,Master 2.3 Dci Minibus Vip L3h2 16 Lugares 16v Diesel 4p Manual,2.3
Renault,Master,90899.0,155000.0,2013,Master Chassi Cabine L2h1 2.5 Dci 16v,2.5
Renault,Master,165000.0,174898.0,2019,Master 2.3 L2h1 2p,2.3
Renault,Master,114900.0,114000.0,2015,Master Master 2.3 16v Dci L3h2 Minibus 16l Vip,2.3
Renault,Master,112000.0,143645.0,2016,Master 2.3 Furgão L2h2 Standard,2.3
Renault,Master,75900.0,1.0,2012,Master 2.5 Dci L3h2 5p,2.5
Renault,Master,137000.0,288465.0,2016,Master 2.3 Minibus L3h2 16l,2.3
Renault,Master,119900.0,78000.0,2018,Master 2.3 Dci Extra Furgão L3h2,2.3
Renault,Master,190000.0,0.0,2020,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,124900.0,50000.0,2018,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,84900.0,95682.0,2016,Master 2.3 L1h1 5p,2.3
Renault,Master,48000.0,226000.0,2007,Master 2.5 Dci L2h2 16l 5p,2.5
Renault,Master,72000.0,280000.0,2010,Master 2.5 Passageiro L2h2 16l,2.5
Renault,Master,157000.0,39893.0,2018,Master 2.3 Executive L3h2 16l 5p,2.3
Renault,Master,90000.0,418345.0,2013,Master 2.5 Dci L3h2 Vitrè 5p,2.5
Renault,Master,130000.0,215570.0,2015,Master 2.3 Vip L3h2 16l 5p,2.3
Renault,Master,43900.0,290000.0,2009,Master 2.5 Dci Pack Clim L2h2 16l 5p,2.5
Renault,Master,159900.0,0.0,2021,Master 2.3 Extra L3h2 5p,2.3
Renault,Master,184900.0,0.0,2021,Master 2.3 Executive L3h2 16l 5p,2.3
Renault,Master,184900.0,0.0,2021,Master 2.3 Executive L3h2 16l 5p,2.3
Renault,Master,151900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,195900.0,0.0,2021,Master 2.3 Extra L3h2 5p,2.3
Renault,Master,151900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,157900.0,0.0,2021,Master 2.3 L1h1 5p,2.3
Renault,Master,142900.0,0.0,2021,Master 2.3 L2h1 2p,2.3
Renault,Master,183900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,151900.0,0.0,2021,Master 2.3 Extra L3h2 5p,2.3
Renault,Master,195900.0,0.0,2021,Master 2.3 Executive L3h2 16l 5p,2.3
Renault,Master,159900.0,0.0,2021,Master 2.3 Extra L3h2 5p,2.3
Renault,Master,157900.0,0.0,2021,Master 2.3 L1h1 5p,2.3
Renault,Master,178900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,145900.0,0.0,2021,Master 2.3 L1h1 5p,2.3
Renault,Master,183900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,183900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,166900.0,100.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,129900.0,199000.0,2017,Master L2h2 Ambulancia,
Renault,Master,159900.0,0.0,2021,Master 2.3 L1h1 5p,2.3
Renault,Master,134900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,129900.0,0.0,2020,Master Master 2.3 Dci Chassi Cabine L2h1 16v,2.3
Renault,Master,151900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,151900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,151900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,159900.0,0.0,2021,Master 2.3 Extra L3h2 Vitrè 5p,2.3
Renault,Master,159900.0,0.0,2021,Master 2.3 Extra L3h2 Vitrè 5p,2.3
Renault,Master,159900.0,0.0,2021,Master 2.3 Extra L3h2 Vitrè 5p,2.3
Renault,Master,151900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,151900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,151900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,143900.0,0.0,2021,Master 2.3 L2h1 2p,2.3
Renault,Master,143900.0,0.0,2021,Master 2.3 L2h1 2p,2.3
Renault,Master,179900.0,0.0,2021,Master 2.3 Extra L3h2 Vitrè 5p,2.3
Renault,Master,179900.0,0.0,2021,Master 2.3 Extra L3h2 Vitrè 5p,2.3
Renault,Master,151900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,143900.0,0.0,2021,Master 2.3 L2h1 2p,2.3
Renault,Master,159900.0,0.0,2021,Master 2.3 Extra L3h2 5p,2.3
Renault,Master,149900.0,0.0,2021,Master 2.3 L1h1 5p,2.3
Renault,Master,151900.0,0.0,2021,Master Furgão L2h2,
Renault,Master,151900.0,0.0,2021,Master 2.3 Grand L2h2 5p,2.3
Renault,Master,179900.0,0.0,2021,Master 2.3 Extra L3h2 Vitrè 5p,2.3
Renault,Master,210900.0,0.0,2021,Master 2.3 Executive L3h2 16l 5p,2.3
Renault,Master,195900.0,0.0,2021,Master 2.3 Executive L3h2 16l 5p,2.3
Renault,Master,195900.0,0.0,2021,Master 2.3 Executive L3h2 16l 5p,2.3
Renault,Master,195900.0,0.0,2021,Master 2.3 Executive L3h2 16l 5p,2.3
Renault,Master,195900.0,0.0,2021,Master 2.3 Extra L3h2 5p,2.3
Renault,Master,195900.0,0.0,2021,Master 2.3 Executive L3h2 16l 5p,2.3
Renault,Sandero,48899.0,26000.0,2020,Sandero 1.0 Life 12v 5p,1.0
Renault,Sandero,34900.0,51000.0,2019,Sandero 1.0 12v Sce Flex Authentique Manual,1.0
Renault,Sandero,12300.0,199000.0,2009,Sandero 1.0 16v Authentique Hi-flex 5p,1.0
Renault,Sandero,35900.0,78492.0,2018,Sandero 1.0 12v Authentique Sce 5p,1.0
Renault,Sandero,39800.0,1.0,2020,Sandero 1.0 12v Authentique Sce 5p,1.0
Renault,Sandero,22990.0,145094.0,2011,Sandero Sandero Expression Hi-flex 1.0 16v 5p,1.0
Renault,Sandero,26500.0,78000.0,2014,Sandero 1.6 Expression Hi-power 5p,1.6
Renault,Sandero,49900.0,11080.0,2020,Sandero Sandero Zen Flex 1.0 12v 5p Mec.,1.0
Renault,Sandero,43500.0,53624.0,2016,Sandero Stepway Stepway 16 Flex,
Renault,Sandero,27900.0,61000.0,2012,Sandero 1.6 16v Privilège Hi-flex Aut. 5p,1.6
Renault,Sandero,17990.0,166000.0,2009,Sandero 1.6 Privilège Hi-torque 5p,1.6
Renault,Sandero,43500.0,31000.0,2019,Sandero 1.0 12v Sce Gt Line,1.0
Renault,Sandero,30990.0,999.0,2015,Sandero 1.6 Expression Hi-power 5p,1.6
Renault,Sandero,19890.0,175000.0,2010,Sandero 1.0 Expression 16v,1.0
Renault,Sandero,21900.0,127353.0,2011,Sandero 1.0 Expression 16v,1.0
Renault,Sandero,28924.0,129842.0,2013,Sandero 1.6 Gt Line Limited,1.6
Renault,Sandero,35900.0,72000.0,2014,Sandero Stepway 1.6 Hi-power 5p,1.6
Renault,Sandero,29900.0,1.0,2015,Sandero 1.0 16v Expression Hi-flex 5p,1.0
Renault,Sandero,26890.0,160000.0,2010,Sandero 1.6 16v Privilège Hi-flex 5p,1.6
