motor,marca,modelo,preco,quilometragem,ano,informacoes
1.8,Fiat,Doblo,22990,88502.0,2011,Doblo 1.8 16v Hlx Flex 5p
1.4,Fiat,Doblo,35990,200000.0,2014,Doblo Cargo 1.4 Flex 4p
1.4,Fiat,Doblo,37499,46500.0,2015,Doblo 1.4 Mpi Attractive 8v Flex 4p Manual
1.8,Fiat,Doblo,48980,118000.0,2011,Doblo 1.8 16v Adventure Locker Flex 5p
1.8,Fiat,Doblo,39900,136000.0,2005,Doblo 1.8 Elx 5p
1.8,Fiat,Doblo,74900,58000.0,2018,Doblo Doblo Essence 1.8 Flex 16v
1.8,Fiat,Doblo,55900,253413.0,2010,Doblo Fiat Doblo 1.8 Furgão Cargo Flex
1.8,Fiat,Doblo,33000,253413.0,2010,Doblo Fiat Doblo 1.8 Furgão Cargo Flex
1.8,Fiat,Doblo,33000,50248.0,2018,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,61900,78478.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,73990,58932.0,2018,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,59800,86000.0,2012,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,39900,79980.0,2018,Doblo Doblò Essence 1.8 7l (flex)
1.8,Fiat,Doblo,67900,53000.0,2017,Doblo 1.8 Mpi Essence 7l 16v
1.8,Fiat,Doblo,60890,0.0,2018,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,49900,48000.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,75890,56549.0,2019,Doblo 1.8 Mpi Essence 7l 16v
1.8,Fiat,Doblo,68990,33560.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,75940,28587.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,62851,65000.0,2018,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.4,Fiat,Doblo,39900,0.0,2012,Doblo 1.4 Mpi Fire 8v Flex 4p Manual
1.8,Fiat,Doblo,53990,143000.0,2018,Doblo 1.8 16v Essence 7l Flex 5p
1.8,Fiat,Doblo,72900,40000.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,45900,94300.0,2016,Doblo 1.8 Essence 7lugares
1.8,Fiat,Doblo,54900,143000.0,2016,Doblo 1.8 Mpi Adventure 16v Flex 4p Manual
1.8,Fiat,Doblo,37990,121000.0,2013,Doblo 1.8 16v Essence Flex 5p
1.8,Fiat,Doblo,40900,240000.0,2012,Doblo 1.8 16v Adventure Flex 5p
1.8,Fiat,Doblo,54000,176727.0,2017,Doblo Essence 1.8 7l
1.8,Fiat,Doblo,41980,146345.0,2013,Doblo Doblò Adventure 1.8 16v (flex)
1.8,Fiat,Doblo,73900,0.0,2019,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,47890,131400.0,2015,Doblo 1.8 16v Essence Flex 5p
1.8,Fiat,Doblo,53900,110000.0,2013,Doblo 1.8 16v Adventure Xingu Flex 5p
1.4,Fiat,Doblo,19900,96000.0,2010,Punto Elx 1.4 Fire Flex 8v 5p
1.8,Fiat,Doblo,24990,229981.0,2009,Doblo 1.8 Elx Flex 5p
1.8,Fiat,Doblo,75940,37014.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,75890,51294.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,76890,24309.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,75940,33057.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,59890,62400.0,2018,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,75890,40882.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,75940,33560.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,75890,41850.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,75890,41850.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,75940,31820.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,75890,42000.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,75890,40882.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,75890,48000.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,75890,50000.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,75890,40882.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,75940,33560.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,75890,40667.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,76890,22277.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,75940,34036.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,75890,44444.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,73990,78478.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,75940,30000.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,75890,48967.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,75940,32114.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,75940,29000.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,75940,29800.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,75890,45692.0,2020,Doblo 1.8 Mpi Essence 7l 16v Flex 4p Manual
1.8,Fiat,Doblo,75940,28626.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,75940,28626.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,75940,28626.0,2020,Doblo 1.8 Mpi Essence 16v Flex 4p Manual
1.8,Fiat,Doblo,44900,102500.0,2014,Doblo Doblo Essence 1.8 Flex 16v 5p
1.8,Fiat,Doblo,68990,43000.0,2019,Doblo Fiat Doblò Essence 1.8 16v (flex)
2.3,Fiat,Ducato,154900,0.0,2019,Ducato 2.3 Comfort (15l) 5p
2.3,Fiat,Ducato,194900,0.0,2021,Ducato 2.3 (13m3) 5p
2.3,Fiat,Ducato,134900,0.0,2020,Ducato 2.3 (13m3) 5p
2.3,Fiat,Ducato,159900,0.0,2021,Ducato 2.3 Curto (8m3) 5p
2.3,Fiat,Ducato,147900,0.0,2019,Ducato 2.3 Médio (10m3) 5p
2.3,Fiat,Ducato,179900,0.0,2019,Ducato 2.3 Executivo (15l) 5p
2.3,Fiat,Ducato,194900,1.0,2014,Ducato 2.3 Multijet Economy 5p
2.3,Fiat,Ducato,188900,1.0,2012,Ducato 2.3 Multijet Longo Teto Alto Economy 5p
2.3,Fiat,Ducato,87900,0.0,2019,Ducato 2.3 Comfort El (15l) 5p
2.3,Fiat,Ducato,194900,132416.0,2015,Ducato 2.3 Multijet Longo Teto Alto Economy 5p
2.3,Fiat,Ducato,116900,132416.0,2015,Ducato 2.3 Multijet Teto Alto Economy 5p
2.3,Fiat,Ducato,116900,0.0,2020,Ducato 2.3 Médio (10m3) 5p
2.3,Fiat,Ducato,95900,166000.0,2013,Ducato 2.3 Multijet Economy 5p
2.3,Fiat,Ducato,94900,0.0,2019,Ducato 2.3 (13m3) 5p
2.3,Fiat,Ducato,197900,0.0,2021,Ducato 2.3 Médio (10m3) 5p
2.8,Fiat,Ducato,89900,310890.0,2008,Ducato 2.8 Jtd Teto Baixo 5p
2.3,Fiat,Ducato,58900,1.0,2014,Ducato 2.3 Multijet Longo Teto Alto Economy 5p
2.3,Fiat,Ducato,89900,100.0,2014,Ducato 2.3 Multijet Teto Alto Economy 5p
2.3,Fiat,Ducato,95900,434005.0,2014,Ducato 2.3 Multijet 12m3 Economy 5p
2.3,Fiat,Ducato,88000,175000.0,2011,Ducato 2.3 Multijet Longo Teto Alto Economy 5p
2.5,Fiat,Ducato,69900,466000.0,1998,Ducato 2.5 Van Passageiros 5p
2.3,Fiat,Ducato,25900,189000.0,2015,Ducato 2.3 Multijet Economy 5p
2.3,Fiat,Ducato,75900,160000.0,2017,Ducato 2.3 Multijet Longo Teto Alto Economy 5p
2.3,Fiat,Ducato,115900,337000.0,2013,Ducato 2.3 Multijet Longo Teto Alto Economy 5p
2.3,Fiat,Ducato,63990,213000.0,2016,"Ducato 2.3 Multijet 7,5m3 Economy 5p"
1.6,Ford,Ducato,97000,80000.0,2007,Courier Van 1.6 L 2p
2.3,Fiat,Ducato,25900,131000.0,2014,"Ducato 2.3 Multijet 7,5m3 Economy 5p"
2.3,Fiat,Ducato,89000,123500.0,2013,Ducato 2.3 Multijet 10m3 Economy 5p
2.8,Fiat,Ducato,105000,40000.0,2003,Ducato 2.8 Td 5p Furgão 2150 Mm
2.8,Citroën,Ducato,15000,282800.0,2008,Jumper 2.8 Hdi 16l 5p
2.3,Fiat,Ducato,40000,40000.0,2015,Ducato 2.3 Multijet 12m3 Economy 5p
2.8,Fiat,Ducato,114900,275.0,2009,Ducato 2.8 Jtd 12m3 5p
2.3,Fiat,Ducato,45000,49.0,2014,Ducato 2.3 Multijet 10m3 Economy 5p
2.3,Peugeot,Ducato,79899,100000.0,2014,Boxer Minibus 2.3 Hdi 350lh Longo 15l 5p
2.3,Fiat,Ducato,79999,310000.0,2016,Ducato 2.3 Multijet Longo Teto Alto Economy 5p
2.8,Fiat,Ducato,46000,396718.0,2008,Ducato 2.8 5portas
2.3,Fiat,Ducato,166900,0.0,2021,Ducato 2.3 (13m3) 5p
2.3,Fiat,Ducato,99900,105000.0,2014,Ducato 2.3 Multijet Economy 5p
2.3,Fiat,Ducato,153900,0.0,2021,Ducato 2.3 Curto (8m3) 5p
2.3,Fiat,Ducato,113900,1.0,2015,Ducato 2.3 Multijet Longo Teto Alto Economy 5p
2.3,Fiat,Ducato,194900,0.0,2019,Ducato 2.3 Comfort (15l) 5p
2.3,Fiat,Ducato,159900,0.0,2020,Ducato 2.3 Médio (10m3) 5p
2.3,Fiat,Ducato,159900,0.0,2020,Ducato 2.3 (13m3) 5p
2.3,Fiat,Ducato,174900,0.0,2019,Ducato 2.3 Médio (10m3) 5p
2.3,Fiat,Ducato,115000,52000.0,2014,Ducato 2.3 Multi Teto Alto
2.3,Fiat,Ducato,79000,345924.0,2012,Ducato 2.3 Multijet Longo Teto Alto Economy 5p
2.3,Fiat,Ducato,89000,348027.0,2013,Ducato 2.3 Multijet Longo Teto Alto Economy 5p
2.3,Fiat,Ducato,82000,1.0,2014,Ducato 2.3 Multijet 12m3 Economy 5p
2.3,Fiat,Ducato,75000,289000.0,2011,Ducato 2.3 Multijet Longo Teto Alto Economy 5p
2.3,Fiat,Ducato,84900,258000.0,2011,Ducato 2.3 Multijet Teto Alto Economy 5p
2.3,Fiat,Ducato,88000,184953.0,2013,"Ducato 2.3 Multijet 7,5m3 Economy 5p"
2.3,Peugeot,Ducato,79000,232000.0,2014,Boxer Minibus 2.3 Hdi 350lh Longo 15l 5p
2.3,Fiat,Ducato,64990,396000.0,2012,"Ducato 2.3 Multijet 7,5m3 Economy 5p"
2.3,Fiat,Ducato,105000,46350.0,2015,Ducato 2.3 Multijet 12m3 Economy 5p
2.3,Fiat,Ducato,79990,239566.0,2014,Ducato 2.3 Minibus Teto Baixo 8v Turbo
2.3,Fiat,Ducato,77900,229000.0,2014,"Ducato 2.3 Multijet 7,5m3 Economy 5p"
2.3,Fiat,Ducato,82000,111111.0,2014,Ducato 2.3 Multijet Longo Teto Alto Economy 5p
2.8,Peugeot,Ducato,27000,300.0,2003,Boxer Minibus 2.8 330m 16l 5p
2.8,Fiat,Ducato,49990,922754.0,2007,Ducato 2.8 Jtd Teto Alto 5p
2.3,Fiat,Ducato,88500,177000.0,2013,Ducato 2.3 Multijet Economy 5p
2.8,Fiat,Ducato,62000,260000.0,2008,Ducato 2.8 Jtd Teto Alto 5p
2.3,Fiat,Ducato,71900,166000.0,2012,Ducato Fiat Ducato 2.3 Minibus (teto Alto) 16l Tdi Mjet Economy
2.3,Citroën,Ducato,59900,255000.0,2011,Jumper 2.3 Hdi 16l 5p
2.3,Fiat,Ducato,93900,139000.0,2015,Ducato 2.3 Multijet Economy 5p
2.3,Fiat,Ducato,94890,176202.0,2016,"Ducato Multijet Minibus 2.3 16v Diesel Teto 15 Lugares Alto Completa,ar Gelando!"
2.8,Fiat,Ducato,46000,400.0,2008,Ducato 2.8 Jtd Teto Baixo 5p
2.3,Fiat,Ducato,82990,143895.0,2013,Ducato 2.3
2.3,Fiat,Ducato,135000,39423.0,2018,Ducato 2.3 Multijet Diesel Chassi Manual
2.3,Fiat,Ducato,87000,230000.0,2014,Ducato 2.3 Minibus 16 Lugares 16v Turbo Intercooler Diesel Manual
2.3,Fiat,Ducato,97900,91000.0,2016,Ducato Fiat Ducato Minibus 2.3 Me Diesel
2.3,Fiat,Ducato,59000,345284.0,2013,Ducato Minibus 2.3    16 Lugares
1.4,Fiat,Fiorino,76970,0.0,2021,Fiorino 1.4 Hard Working Flex 4p
1.4,Fiat,Fiorino,48900,108000.0,2017,Fiorino Fiorino Furgão 1.4 Evo (flex)
1.4,Fiat,Fiorino,64900,9840.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,68990,29000.0,2020,Fiorino 1.4 Hard Working Flex 4p
1.4,Fiat,Fiorino,68000,0.0,2021,Fiorino 1.4 Flex 4p
1.3,Fiat,Fiorino,27890,130000.0,2006,Fiorino 1.3 Fire 4p
1.4,Fiat,Fiorino,65900,48000.0,2018,Fiorino 1.4 Hard Working Flex 4p
1.4,Fiat,Fiorino,39990,168000.0,2014,Fiorino 1.4 Flex 4p
1.4,Fiat,Fiorino,56900,75000.0,2017,Fiorino 1.4 Hard Working Flex 4p
1.4,Fiat,Fiorino,58900,45000.0,2018,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.6,Ford,Fiorino,25900,80000.0,2007,Courier Van 1.6 L 2p
1.4,Fiat,Fiorino,64900,41000.0,2019,Fiorino 1.4 Hard Working Flex 4p
1.3,Fiat,Fiorino,33900,285000.0,2013,Fiorino 1.3 Flex 4p
1.4,Fiat,Fiorino,65990,1.0,2021,Fiorino 1.4 Working Flex 4p
1.4,Fiat,Fiorino,75900,0.0,2021,Fiorino 1.4 Endurance Flex 4p
1.4,Fiat,Fiorino,69900,47582.0,2019,Fiorino 1.4 Flex 4p
1.3,Fiat,Fiorino,29900,100.0,2011,Fiorino Fiorino Furgão 1.3 (flex)
1.4,Fiat,Fiorino,49990,127000.0,2016,Fiorino 1.4 Flex 4p
1.3,Fiat,Fiorino,32900,100.0,2012,Fiorino Fiorino Furgão 1.3 (flex)
1.3,Fiat,Fiorino,28900,0.0,2012,Fiorino Pick Up 1.3 Mpi Furgão 8v
1.4,Fiat,Fiorino,43900,118000.0,2015,Fiorino 1.4 Flex 4p
1.4,Fiat,Fiorino,42062,14676.0,2018,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.5,Fiat,Fiorino,13000,269000.0,2002,Fiorino 1.5 4p
1.4,Fiat,Fiorino,39990,188000.0,2015,Fiorino Furgao 1.4 Fiorino Furgao 1.4
1.4,Fiat,Fiorino,62900,58000.0,2018,Fiorino Fiat Fiorino 1.4 Evo Hard Working (flex)
1.3,Fiat,Fiorino,29900,121000.0,2012,Fiorino Fiat Fiorino Furgão 1.3 (flex)
1.4,Fiat,Fiorino,52900,111.0,2016,Fiorino 1.4 Mpi Furgão 8v Flex 2p Manual
1.4,Fiat,Fiorino,51950,40170.0,2018,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,59990,39506.0,2019,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,68690,41823.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,64900,1.0,2019,Fiorino Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,57900,29000.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,68900,40000.0,2019,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,63999,23221.0,2020,Fiorino 1.4 Mpi Furgão 8v Flex 2p Manual
1.4,Fiat,Fiorino,63990,10027.0,2020,Fiorino 1.4 Mpi Furgão 8v Flex 2p Manual
1.4,Fiat,Fiorino,68900,42585.0,2020,Fiorino Fiorino Hard Working 1.4 Flex 8v 2p
1.4,Fiat,Fiorino,65990,47476.0,2019,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,73390,9407.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,60890,11663.0,2019,Fiorino 1.4 Mpi Furgão 8v Flex 2p Manual
1.4,Fiat,Fiorino,68990,26503.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,65990,47614.0,2019,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,48900,53000.0,2017,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,68990,39576.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,68990,28128.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,69890,15896.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,60890,11663.0,2019,Fiorino 1.4 Mpi Furgão 8v Flex 2p Manual
1.4,Fiat,Fiorino,68690,51368.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,69890,19332.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,69890,22489.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,68990,26050.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,65900,113000.0,2018,Fiorino 1.4 Hard Working Flex 4p
1.4,Fiat,Fiorino,63900,47000.0,2019,Fiorino 1.4 Hard Working Flex 4p
1.4,Fiat,Fiorino,55500,118000.0,2017,Fiorino Fiorino 1.4 Evo Hard Working (flex)
1.4,Fiat,Fiorino,64900,60000.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,76990,0.0,2021,Fiorino 1.4 Endurance Flex 4p
1.3,Fiat,Fiorino,33990,98417.0,2013,Fiorino 1.3 Flex 4p
1.4,Fiat,Fiorino,58900,47000.0,2019,Fiorino 1.4 Flex 4p
1.4,Fiat,Fiorino,65869,37020.0,2020,Fiorino 1.4 Hard Working Flex 4p
1.4,Fiat,Fiorino,58900,51295.0,2018,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,44000,143789.0,2016,Fiorino 1.4 Flex 4p
1.4,Fiat,Fiorino,46900,80000.0,2015,Fiorino 1.4 Flex 4p
1.3,Fiat,Fiorino,29900,98000.0,2012,Fiorino 1.3 Flex 4p
1.4,Fiat,Fiorino,49900,1.0,2014,Fiorino 1.4 Flex 4p
1.4,Fiat,Fiorino,68990,32352.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,68990,30402.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,68990,35903.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,69890,25000.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,73384,9000.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,69890,21000.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.5,Fiat,Fiorino,21500,220000.0,1998,Fiorino 1.5 Trekking 2p
1.4,Fiat,Fiorino,67890,71500.0,2018,Fiorino Fiorino 1.4 Evo Hard Working (flex)
1.4,Fiat,Fiorino,65900,50002.0,2020,Fiorino 1.4 Hard Working (flex)
1.4,Fiat,Fiorino,65560,42907.0,2020,Fiorino 1.4 Hard Working (flex)
1.4,Fiat,Fiorino,67900,8538.0,2020,Fiorino Pick Up 1.4 Mpi Furgão 8v
1.4,Fiat,Fiorino,51800,84000.0,2016,Fiorino Pick Up 1.4 Mpi Furgão 8v
1.4,Fiat,Fiorino,74990,8000.0,2021,Fiorino Fiat Fiorino 1.4 Hard Working (flex)
1.4,Fiat,Fiorino,65000,30499.0,2020,Fiorino Fiorino 1.4 Evo Hard Working (flex)
1.4,Fiat,Fiorino,64870,54749.0,2020,Fiorino 1.4 Hard Working (flex)
1.4,Fiat,Fiorino,67190,40038.0,2020,Fiorino 1.4 Hard Working (flex)
1.4,Fiat,Fiorino,63190,19005.0,2019,Fiorino 1.4 Hard Working (flex)
1.4,Fiat,Fiorino,70400,35508.0,2020,Fiorino 1.4 Hard Working (flex)
1.4,Fiat,Fiorino,66280,45460.0,2020,Fiorino 1.4 Hard Working (flex)
1.4,Fiat,Fiorino,67670,33423.0,2020,Fiorino 1.4 Hard Working (flex)
1.4,Fiat,Fiorino,67670,35722.0,2020,Fiorino 1.4 Hard Working (flex)
1.4,Fiat,Fiorino,67890,31368.0,2020,Fiorino 1.4 Hard Working (flex)
1.4,Fiat,Fiorino,66390,62169.0,2020,Fiorino 1.4 Hard Working (flex)
1.4,Fiat,Fiorino,67190,38224.0,2020,Fiorino 1.4 Hard Working (flex)
1.4,Fiat,Fiorino,67890,32173.0,2020,Fiorino 1.4 Hard Working (flex)
1.4,Fiat,Fiorino,68370,33543.0,2020,Fiorino 1.4 Hard Working (flex)
1.4,Fiat,Fiorino,64880,17900.0,2020,Fiorino 1.4 Evo 8v Flex
1.4,Fiat,Fiorino,68500,45453.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,68500,62078.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,68500,45373.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,68500,52649.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,68500,53469.0,2020,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
1.4,Fiat,Fiorino,58900,44000.0,2017,Fiorino 1.4 Mpi Furgão Hard Working 8v Flex 2p Manual
2.4,Fiat,Freemont,74900,100.0,2015,Freemont 2.4 Precision 5p Automática
2.4,Fiat,Freemont,41890,100000.0,2012,Freemont 2.4 Emotion 5p
2.4,Fiat,Freemont,49900,150.0,2012,Freemont 2.4 Precision 5p
2.4,Fiat,Freemont,44890,132000.0,2012,Freemont 2.4 Precision 5p
2.4,Fiat,Freemont,49899,113000.0,2012,Freemont 2.4 Precision 5p
2.4,Fiat,Freemont,50000,132945.0,2013,Freemont 2.4 Precision 5p
2.4,Fiat,Freemont,57900,116529.0,2013,Freemont 2.4 Precision 5p
2.4,Fiat,Freemont,44990,119000.0,2012,Freemont Freemont 2.4 16v Precision (aut)
2.4,Fiat,Freemont,42890,110000.0,2012,Freemont 2.4 Precision 5p
2.4,Fiat,Freemont,56900,110000.0,2013,Freemont 2.4 Precision 5p
2.4,Fiat,Freemont,46666,116000.0,2012,Freemont 2.4 Precision 5p
2.4,Fiat,Freemont,57900,98000.0,2014,Freemont Freemont Precision 2.4 16v 172 Cv Aut
2.4,Fiat,Freemont,41590,152000.0,2012,Freemont 2.4 Emotion 5p
2.4,Fiat,Freemont,67900,85000.0,2015,Freemont 2.4 Precision 5p Automática
2.4,Fiat,Freemont,47890,120000.0,2012,Freemont 2.4 Precision 5p
2.4,Fiat,Freemont,40000,100000.0,2012,Freemont 2.4 Emotion 5p
2.4,Fiat,Freemont,45900,132000.0,2012,Freemont 2.4 Precision 5p
2.4,Fiat,Freemont,40990,130133.0,2012,Freemont 2.4 Precision 16v Gasolina 4p Automático
2.4,Fiat,Freemont,45900,144000.0,2012,Freemont 2.4 Precision 5p
2.4,Fiat,Freemont,49900,90000.0,2012,Freemont 2.4 Precision 5p
2.4,Fiat,Freemont,69900,69835.0,2015,Freemont Freemont 2.4 Precision 16v Gasolina 4p Automático
2.4,Fiat,Freemont,54900,0.0,2014,Freemont 2.4 Precision 16v Gasolina 4p Automático
2.4,Fiat,Freemont,36990,51300.0,2012,Freemont 2.4 Precision 16v Gasolina 4p Automático
2.4,Fiat,Freemont,52990,110807.0,2014,Freemont 2.4 Precision 16v Gasolina 4p Automático
2.4,Fiat,Freemont,53800,60000.0,2013,Freemont 2.4 Precision 16v Gasolina 4p Automatico
2.4,Fiat,Freemont,59900,49282.0,2014,Freemont 2.4 Precision 16v Gasolina 4p Automático
2.4,Fiat,Freemont,49990,155495.0,2013,Freemont 2.4 Precision 16v Gasolina 4p Automático
2.4,Fiat,Freemont,55800,60000.0,2014,Freemont Fiat Freemont 2.4 16v Emotion (aut)
2.4,Fiat,Freemont,45999,110000.0,2012,Freemont Precision 2.4 16v
2.4,Fiat,Freemont,45900,84000.0,2012,Freemont Freemont Emot./precision 2.4 16v 5p Aut.
2.4,Fiat,Freemont,44599,47154.0,2014,Freemont 2.4 Precision 16v Gasolina 4p Automático
2.4,Fiat,Freemont,44595,86648.0,2014,Freemont 2.4 Precision 16v Gasolina 4p Automático
2.4,Fiat,Freemont,47900,79975.0,2012,Freemont 2.4 Precision 16v
2.4,Fiat,Freemont,46490,1.0,2012,Freemont 2.4 Emotion 5p
2.4,Fiat,Freemont,54900,60000.0,2014,Freemont 2.4 Emotion 5p
2.4,Fiat,Freemont,48900,78000.0,2012,Freemont 2.4 Precision 16v Gasolina 4p Automático
2.4,Fiat,Freemont,64000,74000.0,2015,Freemont 2.4 Precision 5p Automática
2.4,Fiat,Freemont,49900,91000.0,2012,Freemont 2.4 Precision 5p
2.4,Fiat,Freemont,42000,95000.0,2012,Freemont 2.4 Emotion 5p
2.4,Fiat,Freemont,57900,0.0,2014,Freemont 2.4 Precision 5p
2.4,Fiat,Freemont,49890,108000.0,2012,Freemont Freemont Precision 2.4 16v 172 Cv Aut
